,accuracy,accuracy,mal_precision,mal_precision,mal_recall,mal_recall,mal_f1,mal_f1
,mean,std,mean,std,mean,std,mean,std
model,,,,,,,,
RandomForest,0.9679166666666668,0.002871676823352068,0.8947117223380177,0.023671043295512267,0.79296875,0.009160968280905136,0.8406626034487854,0.012873271265329366
SVM,0.9605,0.014180140651237873,0.8183104520971612,0.12086175529876757,0.8375,0.03597145135381667,0.8222666890226386,0.048940731314824744
XGBoost,0.9772500000000001,0.0028957583923156743,0.9979848738642708,0.002759339691360962,0.78828125,0.02582264668912252,0.8806564186304046,0.016636055929499113
