run,time,node_id,energy,trust,drop_rate,mobility,forward_ratio,delay,degree,packets_received,packets_forwarded,packets_dropped,route_hits,label,attack
1,0.0,66,0.9820240660980052,0.9955156325604521,0.0,0.0,1.0,9.759042584883277,27.0,20,20,0,1,0,normal
1,0.0,67,0.9646512130671431,0.9928850983872783,0.05,0.0,0.95,10.791267973980837,19.0,20,19,1,1,0,normal
1,0.0,68,0.8639998467081426,0.9962495195861137,0.034482758620689655,0.0,0.6206896551724138,15.444675303646033,40.0,58,36,2,2,0,normal
1,0.0,69,0.8605521273748363,0.98246927757547,0.0,0.0,1.0,15.0,31.0,0,0,0,0,0,normal
1,0.0,70,0.8545956064405533,0.9882253178963233,0.0,0.0,0.0,15.0,31.0,19,0,0,0,0,normal
1,0.0,71,0.9232654659081815,1.0,0.0,0.0,0.0,15.0,21.0,17,0,0,0,0,normal
1,0.0,72,0.8924341768364624,0.9591809598918056,0.05,0.0,0.95,11.77679372316564,31.0,20,19,1,1,0,normal
1,0.0,73,0.9440415142052202,0.9651895146523022,0.0,0.0,0.7532467532467533,17.68436641023879,46.0,77,58,0,3,0,normal
1,0.0,74,0.8958885564049904,0.9588789465771334,0.0,0.0,1.0,15.263777569162116,31.0,118,118,0,6,0,normal
1,0.0,75,0.8522601331284527,0.9508816203702277,0.041237113402061855,0.0,0.5670103092783505,17.64478312403502,43.0,97,55,4,3,0,normal
1,0.0,76,0.9390994675803851,0.9745623757490716,0.0,0.0,0.3220338983050847,18.814943801663617,29.0,59,19,0,1,0,normal
1,0.0,77,0.8615255449702107,0.9898234393624373,0.0,0.0,0.5,21.949210049251256,23.0,40,20,0,1,0,normal
1,0.0,78,0.848567491913783,0.9609493543098372,0.0,0.0,0.6842105263157895,18.335743482094838,42.0,57,39,0,2,0,normal
1,0.0,79,0.9444591590820461,0.9733143015781163,0.0,0.0,0.7368421052631579,21.332197553728975,34.0,76,56,0,3,0,normal
1,0.0,80,0.9436159828499925,0.9966416695166757,0.0,0.0,1.0,24.036393952457843,34.0,20,20,0,1,0,normal
1,0.0,81,0.9081670045583539,1.0,0.017241379310344827,0.0,0.6724137931034483,19.523983152588883,25.0,58,39,1,2,0,normal
1,0.0,82,0.9252042114732417,1.0,0.0,0.0,1.0,15.0,31.0,0,0,0,0,0,normal
1,0.0,83,0.9482394877162359,0.9068147465138563,0.03076923076923077,0.0,0.9692307692307692,16.50228429665534,37.0,195,189,6,10,0,normal
1,0.0,84,0.9704756278953266,1.0,0.0,0.0,1.0,15.0,36.0,0,0,0,0,0,normal
1,0.0,85,0.8525154266189208,0.9700998061471181,0.0,0.0,0.3389830508474576,23.58999055416482,16.0,59,20,0,1,0,normal
1,0.0,86,0.8950132503153432,0.986516381453738,0.0,0.0,1.0,15.0,35.0,0,0,0,0,0,normal
1,0.0,87,0.9513919701717627,0.9372784580883844,0.016666666666666666,0.0,0.31666666666666665,17.34870262207184,41.0,60,19,1,1,0,normal
1,0.0,88,0.9046681799837883,0.9905141833910864,0.02564102564102564,0.0,0.48717948717948717,23.8006994415845,26.0,39,19,1,1,0,normal
1,0.0,89,0.935354103408653,0.9809527977551117,0.0,0.0,0.0,15.0,44.0,19,0,0,0,0,normal
1,0.0,90,0.9063257279091715,0.9797355340012678,0.0,0.0,0.7017543859649122,22.392643524558906,25.0,57,40,0,2,0,normal
1,0.0,91,0.9684957350520554,1.0,0.02564102564102564,0.0,0.48717948717948717,24.527992825150406,35.0,39,19,1,1,0,normal
1,0.0,92,0.934688137484926,0.9799631648012599,0.02564102564102564,0.0,0.48717948717948717,13.219203905983568,28.0,39,19,1,1,0,normal
1,0.0,93,0.8899132326391682,0.9104675442667962,0.01951219512195122,0.0,0.9804878048780488,19.141692877029467,39.0,205,201,4,11,0,normal
1,0.0,94,0.9020984137990744,0.9701856391425525,0.0,0.0,0.0,15.0,46.0,18,0,0,0,0,normal
1,0.0,95,0.995541700240868,1.0,0.0,0.0,0.0,15.0,21.0,17,0,0,0,0,normal
1,0.0,96,0.9328476223125124,0.991888586031572,0.0,0.0,0.0,15.0,34.0,20,0,0,0,0,normal
1,0.0,97,0.9362039663126955,0.9576043509014813,0.017391304347826087,0.0,0.9826086956521739,17.475511410629114,45.0,115,113,2,6,0,normal
1,0.0,98,0.8705117909711676,1.0,0.05,0.0,0.95,21.225770898815092,18.0,20,19,1,1,0,normal
1,0.0,99,0.8765619893577046,1.0,0.0,0.0,0.75,14.688930870129553,31.0,80,60,0,3,0,normal
1,0.0,100,0.9466245164079664,0.9680140457933615,0.016666666666666666,0.0,0.9833333333333333,15.061451565663537,26.0,60,59,1,3,0,normal
1,0.0,101,0.9701581198152402,0.9775625919287719,0.0,0.0,0.8080808080808081,19.13088062735296,42.0,99,80,0,4,0,normal
1,0.0,102,0.904876081993652,0.9554241575353912,0.0,0.0,0.25316455696202533,22.930892325815172,28.0,79,20,0,1,0,normal
1,0.0,103,0.9026224786541828,0.965311538233702,0.05128205128205128,0.0,0.46153846153846156,8.606240572253201,24.0,39,18,2,1,0,normal
1,0.0,104,0.9581838786694309,0.978143375321491,0.02564102564102564,0.0,0.48717948717948717,18.35989285162833,30.0,39,19,1,1,0,normal
1,0.0,105,0.9607250740037401,0.9593592650918348,0.017543859649122806,0.0,0.9824561403508771,22.951161782464606,29.0,57,56,1,3,0,normal
1,0.0,106,0.9524516777273296,1.0,0.0,0.0,1.0,16.239951354600706,31.0,20,20,0,1,0,normal
1,0.0,107,0.9236061484694152,0.9424182568633414,0.05,0.0,0.95,19.87200015700396,38.0,40,38,2,2,0,normal
1,0.0,108,0.9804444823972399,0.9682013465130676,0.02564102564102564,0.0,0.9743589743589743,11.96561518132361,39.0,39,38,1,2,0,normal
1,0.0,109,0.9790879809469619,0.9626531054716253,0.034482758620689655,0.0,0.6551724137931034,12.746195424317836,19.0,58,38,2,2,0,normal
1,0.0,110,0.9386445530791225,0.9978673898004669,0.0,0.0,0.0,15.0,34.0,38,0,0,0,0,normal
1,0.0,111,0.9586339309442085,0.9956577726271969,0.0,0.0,0.759493670886076,18.218706434854145,38.0,79,60,0,3,0,normal
1,0.0,112,0.9818840131890854,0.9940980574410822,0.01694915254237288,0.0,0.3220338983050847,21.87011431335454,28.0,59,19,1,1,0,normal
1,0.0,113,0.9352082480276964,0.9928446776859627,0.0,0.0,1.0,15.0,41.0,0,0,0,0,0,normal
1,0.0,114,0.8501400878416744,0.9729498352084345,0.025,0.0,0.475,16.79249932791948,36.0,40,19,1,1,0,normal
1,0.0,115,0.8523688563952738,1.0,0.0,0.0,1.0,15.0,17.0,0,0,0,0,0,normal
1,0.0,116,0.9170962745912346,0.9202948078308271,0.025,0.0,0.975,16.283686387044938,17.0,40,39,1,2,0,normal
1,0.0,117,0.9242073300214713,0.9626762530534858,0.05,0.0,0.95,15.39790739249145,37.0,20,19,1,1,0,normal
1,0.0,118,0.8934681034173091,0.9988631035199517,0.0,0.0,1.0,17.813493411133805,40.0,17,17,0,1,0,normal
1,0.0,119,0.9012994735952404,0.9779413142566801,0.008695652173913044,0.0,0.5043478260869565,16.66958284844855,28.0,115,58,1,3,0,normal
1,0.0,120,0.8599663604746376,1.0,0.02702702702702703,0.0,0.4594594594594595,13.785717589330778,34.0,37,17,1,1,0,normal
1,0.0,121,0.9869381177096872,0.9898956886252052,0.0,0.0,1.0,15.0,15.0,0,0,0,0,0,normal
1,0.0,122,0.8989256757852687,0.9562917819663224,0.0,0.0,0.7532467532467533,14.40516360605549,35.0,77,58,0,3,0,normal
1,0.0,123,0.8534939227069511,1.0,0.0,0.0,0.0,15.0,43.0,18,0,0,0,0,normal
1,0.0,124,0.9972228889838662,0.9652346435657997,0.05128205128205128,0.0,0.46153846153846156,20.620703480997218,34.0,39,18,2,1,0,normal
1,0.0,125,0.9633927411790981,0.9795758983667282,0.0,0.0,0.0,15.0,36.0,19,0,0,0,0,normal
1,0.0,126,0.9371448471435005,0.9928604096572387,0.0,0.0,1.0,21.584242978886582,38.0,20,20,0,1,0,normal
1,0.0,127,0.8615627379297456,0.9822684520852866,0.0,0.0,0.0,15.0,44.0,19,0,0,0,0,normal
1,0.0,128,0.8640169421082121,0.992034362080041,0.0,0.0,0.38562091503267976,19.35160055628928,35.0,153,59,0,3,0,normal
1,0.0,129,0.9067137826111932,0.9680198374336122,0.0,0.0,0.8290598290598291,12.648199187092157,41.0,117,97,0,5,0,normal
1,0.0,130,0.9987826483763476,0.955106830045143,0.0,0.0,1.0,12.85171649614675,31.0,20,20,0,1,0,normal
1,0.0,131,0.8813328034119002,0.9826395867107851,0.007874015748031496,0.0,0.4645669291338583,14.32211056746582,26.0,127,59,1,3,0,normal
1,0.0,132,0.9189152125822465,1.0,0.0,0.0,0.0,15.0,39.0,18,0,0,0,0,normal
1,0.0,133,0.949484429244418,1.0,0.0,0.0,0.5,18.865876833708164,34.0,40,20,0,1,0,normal
1,0.0,134,0.9078637294101493,1.0,0.0,0.0,1.0,15.0,21.0,0,0,0,0,0,normal
1,0.0,135,0.9287399344758069,1.0,0.0,0.0,1.0,15.0,15.0,0,0,0,0,0,normal
1,0.0,136,0.8602789290042883,0.9810309868596447,0.0,0.0,1.0,12.631589369091875,31.0,20,20,0,1,0,normal
1,0.0,137,0.90228392628121,1.0,0.0,0.0,0.0,15.0,33.0,58,0,0,0,0,normal
1,0.0,138,0.9092027367960549,0.9875321499816139,0.0,0.0,1.0,20.688335370396082,44.0,40,40,0,2,0,normal
1,0.0,139,0.9437695784832134,0.9448634946968504,0.05263157894736842,0.0,0.9473684210526315,21.429852107613577,33.0,38,36,2,2,0,normal
1,0.0,140,0.9251236676051987,0.986305444775819,0.025,0.0,0.475,10.299148674322387,38.0,40,19,1,1,0,normal
1,0.0,141,0.9777044164590328,0.9669680515877846,0.021052631578947368,0.0,0.5789473684210527,15.412238066634501,34.0,95,55,2,3,0,normal
1,0.0,142,0.9387668767849722,1.0,0.0,0.0,1.0,15.0,30.0,0,0,0,0,0,normal
1,0.0,143,0.9461239186111968,0.9290281629412199,0.025,0.0,0.975,15.81194845144499,34.0,40,39,1,2,0,normal
1,0.0,144,0.952852350103887,1.0,0.0,0.0,1.0,15.0,38.0,0,0,0,0,0,normal
1,0.0,145,0.8708127530170027,0.988887850506809,0.02564102564102564,0.0,0.9743589743589743,21.985586818019144,39.0,39,38,1,2,0,normal
1,0.0,146,0.9849592103166326,1.0,0.0,0.0,1.0,15.0,34.0,0,0,0,0,0,normal
1,0.0,147,0.9899916344733539,0.9725284671560127,0.012987012987012988,0.0,0.4935064935064935,14.565008825347817,37.0,77,38,1,2,0,normal
1,0.0,148,0.9049574450662495,1.0,0.0,0.0,0.5128205128205128,10.679510922923045,40.0,39,20,0,1,0,normal
1,0.0,149,0.9486519661215715,0.9734468354709341,0.0,0.0,1.0,15.0,28.0,0,0,0,0,0,normal
1,0.0,150,0.9817936932521383,0.953975184670672,0.08108108108108109,0.0,0.918918918918919,16.174788525762377,27.0,37,34,3,2,0,normal
1,0.0,151,0.8990641969735965,1.0,0.0,0.0,0.5194805194805194,23.95583751941698,39.0,77,40,0,2,0,normal
1,0.0,152,0.8735740466747586,1.0,0.0,0.0,0.5,17.9138344613851,5.0,40,20,0,1,0,normal
1,0.0,153,0.9101897602478036,1.0,0.0,0.0,1.0,15.0,39.0,0,0,0,0,0,normal
1,0.0,154,0.8885185871325201,0.9160892355069825,0.025,0.0,0.975,11.619994076914395,30.0,40,39,1,2,0,normal
1,0.0,155,0.9514993286701436,0.9729718893912178,0.0,0.0,1.0,15.0,22.0,0,0,0,0,0,normal
1,0.0,156,0.9638154973226225,1.0,0.0,0.0,1.0,12.956609703021105,22.0,40,40,0,2,0,normal
1,0.0,157,0.949180083984033,1.0,0.0,0.0,1.0,15.0,10.0,0,0,0,0,0,normal
1,0.0,158,0.9185271958441696,1.0,0.0,0.0,1.0,15.0,19.0,0,0,0,0,0,normal
1,0.0,159,0.8956134674646044,0.956256700962467,0.05263157894736842,0.0,0.9473684210526315,12.941585085193088,42.0,19,18,1,1,0,normal
1,0.0,160,0.866407867392351,0.9915440836923248,0.0,0.0,0.0,15.0,31.0,20,0,0,0,0,normal
1,0.0,161,0.9606450170150499,1.0,0.0,0.0,0.0,15.0,19.0,20,0,0,0,0,normal
1,0.0,162,0.9699722753341121,1.0,0.0,0.0,0.0,15.0,37.0,40,0,0,0,0,normal
1,0.0,163,0.9927586451626891,0.9475594152817727,0.0,0.0,0.5405405405405406,19.724539375924156,12.0,37,20,0,1,0,normal
1,0.0,164,0.9308453673159292,0.9785073184960992,0.0,0.0,1.0,18.86601869985978,42.0,20,20,0,1,0,normal
1,0.0,165,0.990018721555337,0.9793256971658115,0.0,0.0,0.5555555555555556,24.816524988039184,15.0,36,20,0,1,0,normal
1,0.0,166,0.8813122403908674,0.9812220642747216,0.02564102564102564,0.0,0.48717948717948717,14.400063317468339,31.0,39,19,1,1,0,normal
1,0.0,167,0.8488277861034633,0.9688275785272626,0.0,0.0,0.5,22.19551298751618,42.0,40,20,0,1,0,normal
1,0.0,168,0.9678827997940213,0.9472370211159444,0.0,0.0,0.3389830508474576,12.435884818601831,35.0,59,20,0,1,0,normal
1,0.0,169,0.876900736957983,0.9808299517255722,0.05,0.0,0.95,20.460384574558738,15.0,20,19,1,1,0,normal
1,0.0,170,0.8525220763105429,1.0,0.0,0.0,1.0,15.0,26.0,0,0,0,0,0,normal
1,0.0,171,0.9164511614469075,0.9776485079398889,0.0,0.0,0.0,15.0,24.0,20,0,0,0,0,normal
1,0.0,172,0.9302126893075127,0.9662702936801696,0.0,0.0,1.0,19.52850691574699,35.0,60,60,0,3,0,normal
1,0.0,173,0.922963410204481,0.9851635703801849,0.0,0.0,1.0,15.0,31.0,0,0,0,0,0,normal
1,0.0,174,0.9393235019715402,1.0,0.0,0.0,0.6785714285714286,16.387523377706437,40.0,56,38,0,2,0,normal
1,0.0,175,0.873366014584273,1.0,0.0,0.0,1.0,15.0,25.0,0,0,0,0,0,normal
1,0.0,176,0.9115932304399724,1.0,0.0,0.0,0.5263157894736842,16.592212683065895,20.0,38,20,0,1,0,normal
1,0.0,177,0.8613707689498046,0.9855869446708764,0.0,0.0,1.0,15.0,12.0,0,0,0,0,0,normal
1,0.0,178,0.9838116170912943,1.0,0.0,0.0,1.0,15.0,20.0,0,0,0,0,0,normal
1,0.0,179,0.8692617319419697,0.970620987001357,0.0,0.0,1.0,15.0,39.0,0,0,0,0,0,normal
1,0.0,180,0.9933866101070725,1.0,0.0,0.0,0.0,15.0,33.0,19,0,0,0,0,normal
1,0.0,181,0.9090710625933159,0.9868076070909455,0.0,0.0,0.5,22.868956248300968,35.0,40,20,0,1,0,normal
1,0.0,182,0.8965978636727829,1.0,0.0,0.0,1.0,15.0,30.0,0,0,0,0,0,normal
1,0.0,183,0.9028200538095928,0.9464824592574823,0.0,0.0,1.0,16.958445483847026,18.0,20,20,0,1,0,normal
1,0.0,184,0.8758249373175779,0.9839292396932677,0.0,0.0,1.0,15.0,36.0,0,0,0,0,0,normal
1,0.0,185,0.8734598551399516,1.0,0.0,0.0,0.6610169491525424,21.028497503080022,34.0,59,39,0,2,0,normal
1,0.0,186,0.8568082174213582,1.0,0.0,0.0,1.0,15.0,33.0,0,0,0,0,0,normal
1,0.0,187,0.9755163178787093,1.0,0.0,0.0,1.0,19.232949450095877,30.0,40,40,0,2,0,normal
1,0.0,188,0.9829957558547463,1.0,0.02631578947368421,0.0,0.5,21.49660514471739,41.0,38,19,1,1,0,normal
1,0.0,189,0.8636233504840265,0.9782778773713849,0.0,0.0,0.0,15.0,29.0,20,0,0,0,0,normal
1,0.0,190,0.9124530434774828,0.9405687132729449,0.0,0.0,0.6792452830188679,16.7270865895602,48.0,53,36,0,2,0,normal
1,0.0,191,0.9305992840139561,1.0,0.0,0.0,0.5555555555555556,23.018013414715632,21.0,36,20,0,1,0,normal
1,0.0,192,0.9755413106654026,0.9945353552621266,0.016666666666666666,0.0,0.9833333333333333,11.292665245637375,29.0,60,59,1,3,0,normal
1,0.0,193,0.8909542369555978,0.9384604335537998,0.05,0.0,0.95,22.145080314498035,26.0,20,19,1,1,0,normal
1,0.0,194,0.9770543327274093,0.9368036220919624,0.05172413793103448,0.0,0.6379310344827587,19.239055368180725,40.0,58,37,3,2,0,normal
1,0.0,195,0.9916537430283033,1.0,0.0,0.0,0.0,15.0,24.0,19,0,0,0,0,normal
1,0.0,196,0.9972783038317411,1.0,0.0,0.0,1.0,9.403859821246453,32.0,20,20,0,1,0,normal
1,0.0,197,0.908592621217166,0.927602172556654,0.0,0.0,1.0,15.16808049948583,23.0,20,20,0,1,0,normal
1,0.0,198,0.9049540128926248,0.9850038055741376,0.0,0.0,0.5263157894736842,9.41313024243116,23.0,38,20,0,1,0,normal
1,0.0,199,0.876834466486516,0.9682907244670514,0.0,0.0,1.0,10.305196910963865,39.0,18,18,0,1,0,normal
1,10.0,0,0.9333456303798227,0.932780797770179,0.00392156862745098,9.84,0.7725490196078432,14.424763208149528,39.0,255,197,1,10,0,normal
1,10.0,1,0.9307497376524043,0.9323784760375232,0.025806451612903226,12.46,0.7354838709677419,14.376467643306503,20.0,155,114,4,6,0,normal
1,10.0,2,0.8626955411401613,0.9329351033078538,0.03597122302158273,6.43,0.9640287769784173,17.119676705984993,31.0,139,134,5,7,0,normal
1,10.0,3,0.9245495985147576,0.8848059231595456,0.018867924528301886,24.31,0.9811320754716981,16.704145113767634,38.0,212,208,4,11,0,normal
1,10.0,4,0.9163271222670685,1.0,0.0,24.03,1.0,15.0,19.0,0,0,0,0,0,normal
1,10.0,5,0.9059630418835722,0.9208056086060731,0.036231884057971016,18.59,0.9637681159420289,16.533054164004064,28.0,138,133,5,7,0,normal
1,10.0,6,0.9007730226048828,0.9696646714430676,0.025477707006369428,7.64,0.9745222929936306,16.961045566196436,33.0,157,153,4,8,0,normal
1,10.0,7,0.8734721480624827,0.980591930008744,0.017241379310344827,24.14,0.6551724137931034,20.78356044295841,18.0,58,38,1,2,0,normal
1,10.0,8,0.9220906431956946,0.9301398270821909,0.0,11.78,1.0,17.138823650748467,29.0,97,97,0,5,0,normal
1,10.0,9,0.8550108379608249,0.9163316800605261,0.015772870662460567,19.18,0.8580441640378549,17.7798941764305,31.0,317,272,5,14,0,normal
1,10.0,10,0.8892027184048332,0.8931855228388905,0.017045454545454544,12.24,0.9261363636363636,17.58340126955983,42.0,352,326,6,17,0,normal
1,10.0,11,0.9747620818838593,0.9693510530403028,0.02040816326530612,17.9,0.9795918367346939,20.241009885961454,32.0,98,96,2,5,0,normal
1,10.0,12,0.9351742818777262,0.9042302123721394,0.0199203187250996,9.56,0.9800796812749004,15.904060196995887,45.0,251,246,5,13,0,normal
1,10.0,13,0.8507895307619294,0.9566486099537812,0.01282051282051282,10.27,0.7564102564102564,16.316845242363005,27.0,78,59,1,3,0,normal
1,10.0,14,0.92563538782477,0.8981046833044813,0.022058823529411766,9.59,0.9117647058823529,19.684610229745083,40.0,272,248,6,13,0,normal
