run,time,node_id,energy,trust,drop_rate,mobility,forward_ratio,delay,degree,packets_received,packets_forwarded,packets_dropped,route_hits,label,attack
1,0.0,0,0.8714652839414675,0.9479838555469763,0.02564102564102564,0.0,0.6410256410256411,15.979286430098425,18.0,117,75,3,4,0,normal
1,0.0,1,0.8880238793705748,0.9854761100476449,0.012658227848101266,0.0,0.9873417721518988,16.371525513338725,9.0,158,156,2,8,0,normal
1,0.0,2,0.8584890750187368,0.9675737103086236,0.010050251256281407,0.0,0.7889447236180904,19.241275793976804,14.0,199,157,2,8,0,normal
1,0.0,3,0.9508606760931424,0.9149082188647357,0.022653721682847898,0.0,0.912621359223301,17.92516918379366,23.0,309,282,7,15,0,normal
1,0.0,4,0.8844578986600895,0.9979504255843299,0.0,0.0,0.5,20.079049279676564,11.0,80,40,0,2,0,normal
1,0.0,5,0.9502344369063721,0.9175089026518468,0.012711864406779662,0.0,0.8177966101694916,16.941341515252383,13.0,236,193,3,10,0,normal
1,0.0,6,0.8609591968477868,0.9208779042372979,0.019230769230769232,0.0,0.8525641025641025,17.18265872621607,15.0,156,133,3,7,0,normal
1,0.0,7,0.9788486484388497,0.9823556313461855,0.014018691588785047,0.0,0.8130841121495327,15.59274359092622,10.0,214,174,3,9,0,normal
1,0.0,8,0.8555370593058748,0.9770226395475695,0.017241379310344827,0.0,0.8735632183908046,16.097965770770276,17.0,174,152,3,8,0,normal
1,0.0,9,0.9524893078354792,0.9516542552243472,0.008438818565400843,0.0,0.8227848101265823,17.867754760814016,17.0,237,195,2,10,0,normal
1,0.0,10,0.8839689786536411,0.930880258994325,0.011312217194570135,0.0,0.8619909502262444,16.162464234633735,21.0,442,381,5,20,0,normal
1,0.0,11,0.9447031515879469,0.9476784471111284,0.012987012987012988,0.0,0.7402597402597403,16.039571731075597,13.0,154,114,2,6,0,normal
1,0.0,12,0.8989945025773742,0.836965380617209,0.025793650793650792,0.0,0.8591269841269841,19.378038644196273,23.0,504,433,13,23,0,normal
1,0.0,13,0.8458472276639782,0.9695545320270388,0.023391812865497075,0.0,0.42105263157894735,17.793465037351915,13.0,171,72,4,4,0,normal
1,0.0,14,0.9261841409024438,0.9449292379874329,0.023316062176165803,0.0,0.7849740932642487,19.7623847043625,18.0,386,303,9,16,0,normal
1,0.0,15,0.878961178957079,0.9619974699940883,0.010638297872340425,0.0,0.4148936170212766,17.44509394086731,20.0,94,39,1,2,0,normal
1,0.0,16,0.8796418932720289,0.9516781083436558,0.0,0.0,1.0,20.11548995279977,14.0,20,20,0,1,0,normal
1,0.0,17,0.9636517032964642,0.9265206309762222,0.01773049645390071,0.0,0.9822695035460993,15.768457407339248,23.0,282,277,5,15,0,normal
1,0.0,18,0.9625421799862897,0.9699446208336711,0.0,0.0,0.672566371681416,16.501053037095815,23.0,113,76,0,4,0,normal
1,0.0,19,0.9570124182129165,0.9714546941255435,0.020202020202020204,0.0,0.5757575757575758,15.31698549911956,12.0,99,57,2,3,0,normal
1,0.0,20,0.8962520589801397,0.9721225769014691,0.0,0.0,0.5309734513274337,14.684612027296248,18.0,113,60,0,3,0,normal
1,0.0,21,0.9054807183615486,0.9599249958704305,0.0,0.0,1.0,15.0,14.0,0,0,0,0,0,normal
1,0.0,22,0.8974721487944568,0.9500722127804981,0.025423728813559324,0.0,0.9745762711864406,14.600409047351748,21.0,118,115,3,6,0,normal
1,0.0,23,0.9430945406170781,0.9763298444521418,0.0,0.0,0.5128205128205128,15.284221654803284,8.0,39,20,0,1,0,normal
1,0.0,24,0.9429610346299403,0.942749116993389,0.017006802721088437,0.0,0.8571428571428571,17.88340948764595,20.0,294,252,5,13,0,normal
1,0.0,25,0.9246667223461941,0.9637373335623135,0.02586206896551724,0.0,0.49137931034482757,16.256829373355686,10.0,116,57,3,3,0,normal
1,0.0,26,0.9666933273504402,0.9517950769717843,0.005681818181818182,0.0,0.8863636363636364,15.088487457111942,23.0,176,156,1,8,0,normal
1,0.0,27,0.8770141792155698,0.935817347325652,0.02390438247011952,0.0,0.896414342629482,15.7515252267695,15.0,251,225,6,12,0,normal
