run,time,src,dst,edge_type,distance
1,0.0,23,61,radio,92.45726850821417
1,0.0,23,69,radio,176.01335972022122
1,0.0,23,72,radio,212.1924751257688
1,0.0,23,78,radio,221.9084182720431
1,0.0,24,27,radio,225.5059753088597
1,0.0,24,38,radio,210.6662272411029
1,0.0,24,40,radio,215.50256843016965
1,0.0,24,44,radio,218.7493876562858
1,0.0,24,46,radio,150.91929830210586
1,0.0,24,54,radio,66.12528487651302
1,0.0,24,55,radio,71.3928995068838
1,0.0,24,57,radio,162.3279954290079
1,0.0,24,76,radio,240.13313078373838
1,0.0,24,79,radio,141.4295361655407
1,0.0,24,80,radio,220.43054461666605
1,0.0,24,96,radio,145.95103631012702
1,0.0,24,97,radio,105.18222283256803
1,0.0,24,99,radio,169.10560517026042
1,0.0,25,35,radio,226.06874927773626
1,0.0,25,42,radio,64.27590683918821
1,0.0,25,47,radio,129.90086412337678
1,0.0,25,59,radio,237.6675733035536
1,0.0,25,63,radio,138.3755469727221
1,0.0,25,90,radio,91.08235394410929
1,0.0,25,92,radio,218.9833098663001
1,0.0,26,30,radio,153.62554214713123
1,0.0,26,33,radio,219.28885835810263
1,0.0,26,38,radio,95.48291627301711
1,0.0,26,39,radio,225.43068291605738
1,0.0,26,44,radio,73.62348130861511
1,0.0,26,52,radio,192.036128111353
1,0.0,26,65,radio,99.90632862837074
1,0.0,26,68,radio,167.5712970648613
1,0.0,26,73,radio,206.9629283229246
1,0.0,26,75,radio,97.08042542139995
1,0.0,26,86,radio,166.80626487035792
1,0.0,26,87,radio,115.28422138350066
1,0.0,26,89,radio,10.431725648232902
1,0.0,26,91,radio,217.41000574950547
1,0.0,26,94,radio,143.44017916887864
1,0.0,26,97,radio,234.3308925430021
1,0.0,27,32,radio,226.53801623568611
1,0.0,27,54,radio,174.61551878341166
1,0.0,27,55,radio,228.34842368626073
1,0.0,27,57,radio,168.89784486487682
1,0.0,27,62,radio,242.55477896755605
1,0.0,27,71,radio,99.06335447581
1,0.0,27,76,radio,50.06644584949089
1,0.0,27,79,radio,105.19150726175579
1,0.0,27,92,radio,239.8406056113101
1,0.0,27,96,radio,89.47416889806799
1,0.0,27,99,radio,81.81162020153377
1,0.0,28,40,radio,225.3190315974219
1,0.0,28,41,radio,140.31081533509806
1,0.0,28,49,radio,151.35835622786084
1,0.0,28,53,radio,172.2663037276878
1,0.0,28,61,radio,244.25432831374758
1,0.0,28,62,radio,89.30630044963233
1,0.0,28,69,radio,89.4123928770504
1,0.0,28,72,radio,53.23247974686134
1,0.0,28,80,radio,103.92407228356664
1,0.0,28,95,radio,65.2984264741502
1,0.0,29,37,radio,210.39008959549403
1,0.0,29,40,radio,231.63283100631483
1,0.0,29,50,radio,220.31025691056695
1,0.0,29,51,radio,45.26420219113555
1,0.0,29,61,radio,137.68440616133697
1,0.0,29,68,radio,213.4948903369821
1,0.0,29,78,radio,118.40049704287567
1,0.0,29,82,radio,172.77203969392735
1,0.0,30,31,radio,224.66205665398863
1,0.0,30,33,radio,190.8303985218288
1,0.0,30,38,radio,245.3544809046698
1,0.0,30,39,radio,172.75294266668806
1,0.0,30,44,radio,218.2503392895415
1,0.0,30,52,radio,196.6463844061212
1,0.0,30,56,radio,139.45947977817787
1,0.0,30,65,radio,192.85828501778192
1,0.0,30,66,radio,187.1758157455177
1,0.0,30,73,radio,235.9193771185403
1,0.0,30,75,radio,78.37565055551373
1,0.0,30,83,radio,249.4673834391983
1,0.0,30,86,radio,116.2421283356426
1,0.0,30,87,radio,62.529155599608075
1,0.0,30,89,radio,162.54925561195287
1,0.0,30,91,radio,143.78363815121668
1,0.0,30,94,radio,208.81779282427064
1,0.0,30,98,radio,239.48506299976208
1,0.0,31,33,radio,200.56828986656888
1,0.0,31,39,radio,168.83295087156415
1,0.0,31,43,radio,247.93503181277146
1,0.0,31,48,radio,196.41348146194036
1,0.0,31,52,radio,243.166083161283
1,0.0,31,56,radio,211.300765734533
1,0.0,31,66,radio,63.253712144031525
1,0.0,31,81,radio,117.96353080507552
1,0.0,31,83,radio,181.92037736328496
1,0.0,31,85,radio,145.10290451951676
1,0.0,31,87,radio,236.3714644368055
1,0.0,32,35,radio,62.97227088171428
1,0.0,32,42,radio,214.102570045294
1,0.0,32,47,radio,195.02080401844316
1,0.0,32,71,radio,247.51321944494188
1,0.0,32,76,radio,184.00293095491713
1,0.0,32,90,radio,185.58275916690113
1,0.0,32,92,radio,97.237653715009
1,0.0,32,99,radio,242.18391771544208
1,0.0,33,39,radio,33.487146787984194
1,0.0,33,44,radio,227.5514473696003
1,0.0,33,46,radio,168.19229589966363
1,0.0,33,52,radio,44.61681857775161
1,0.0,33,66,radio,220.34163700944043
1,0.0,33,75,radio,147.32723034116944
1,0.0,33,83,radio,74.95660878134763
1,0.0,33,87,radio,144.98481196318463
1,0.0,33,89,radio,228.691544443602
1,0.0,33,93,radio,216.04206488552174
1,0.0,33,97,radio,200.4254599595571
1,0.0,34,36,radio,94.24768326065102
1,0.0,34,48,radio,139.17239561062388
1,0.0,34,60,radio,118.98855155013868
1,0.0,34,67,radio,72.6871322862582
1,0.0,34,74,radio,206.6498103071958
1,0.0,34,81,radio,165.9225650717828
1,0.0,34,83,radio,207.1431719849824
1,0.0,34,88,radio,94.7113198091971
1,0.0,34,93,radio,186.54965692812195
1,0.0,35,42,radio,182.75082270676648
1,0.0,35,47,radio,135.81924053682528
1,0.0,35,76,radio,246.615369553481
1,0.0,35,90,radio,157.31990401726034
1,0.0,35,92,radio,119.96751643674214
1,0.0,36,45,radio,200.18096213176716
1,0.0,36,48,radio,82.15698205265332
1,0.0,36,60,radio,192.5483004339431
1,0.0,36,67,radio,25.332465336007072
1,0.0,36,81,radio,149.64510616789312
1,0.0,36,88,radio,171.47315387546826
1,0.0,37,50,radio,134.14592837652586
1,0.0,37,51,radio,166.75762351388917
1,0.0,37,58,radio,229.17237180777266
1,0.0,37,70,radio,211.9270159748398
1,0.0,37,78,radio,211.45830440065487
1,0.0,37,82,radio,142.07362351963863
1,0.0,37,84,radio,150.29286510011048
1,0.0,38,40,radio,204.96127170760823
1,0.0,38,44,radio,30.06886263229788
1,0.0,38,46,radio,223.11717840632534
1,0.0,38,52,radio,216.2494952595265
1,0.0,38,55,radio,238.6463697607822
1,0.0,38,65,radio,153.71209451438753
1,0.0,38,68,radio,109.80017531862141
1,0.0,38,75,radio,177.1465565569932
1,0.0,38,78,radio,226.17393041639434
1,0.0,38,87,radio,196.9737246436691
1,0.0,38,89,radio,89.54297515718356
1,0.0,38,94,radio,199.02892880182017
1,0.0,38,97,radio,185.82362955232577
1,0.0,39,44,radio,243.672432991506
1,0.0,39,46,radio,201.64610831850936
1,0.0,39,52,radio,74.33423773739798
1,0.0,39,66,radio,186.85658350724495
1,0.0,39,75,radio,142.6204284105191
1,0.0,39,81,radio,228.7055760142284
1,0.0,39,83,radio,77.68591249383633
1,0.0,39,87,radio,135.8426269622316
1,0.0,39,89,radio,235.38695906952873
1,0.0,39,93,radio,235.2759214199362
1,0.0,39,97,radio,232.7983230180149
1,0.0,40,44,radio,234.02920159672382
1,0.0,40,54,radio,215.25363295424307
1,0.0,40,61,radio,111.23872392292174
1,0.0,40,62,radio,246.21573812410938
1,0.0,40,68,radio,158.30548000622088
1,0.0,40,69,radio,164.00886439458085
1,0.0,40,72,radio,183.33815778500676
1,0.0,40,78,radio,216.8226198993085
1,0.0,40,80,radio,163.85683141083868
1,0.0,41,49,radio,127.37969422164589
1,0.0,41,53,radio,52.35590988608641
1,0.0,41,62,radio,160.46736241366963
1,0.0,41,69,radio,219.02501249857286
1,0.0,41,72,radio,187.63966425039237
1,0.0,41,80,radio,226.97317220323632
1,0.0,41,95,radio,98.10969880699862
1,0.0,42,47,radio,127.83022529902703
1,0.0,42,59,radio,185.04001729355738
1,0.0,42,63,radio,112.52666972766949
1,0.0,42,90,radio,29.14489663731885
1,0.0,42,92,radio,156.09798012786715
1,0.0,43,56,radio,111.83348335807125
1,0.0,43,66,radio,188.3542632912778
1,0.0,43,91,radio,238.2647084651859
1,0.0,43,98,radio,88.91206948440689
1,0.0,44,46,radio,210.2388527365958
1,0.0,44,52,radio,189.64289203658538
1,0.0,44,55,radio,237.83779956096123
1,0.0,44,65,radio,149.26615054994892
1,0.0,44,68,radio,135.77026846846846
1,0.0,44,75,radio,148.0701360842219
1,0.0,44,78,radio,248.58880686788777
1,0.0,44,86,radio,239.97418736189107
1,0.0,44,87,radio,167.91929996280948
1,0.0,44,89,radio,70.17581990970962
1,0.0,44,94,radio,195.5098544830925
1,0.0,44,97,radio,178.70511632295256
1,0.0,45,48,radio,145.669104823226
1,0.0,45,67,radio,212.3183689650992
1,0.0,45,81,radio,181.51404849212085
1,0.0,45,85,radio,151.73151979730514
1,0.0,46,52,radio,133.18929874430606
1,0.0,46,54,radio,209.68517663392421
1,0.0,46,55,radio,96.21890510705256
1,0.0,46,57,radio,168.8805865101137
1,0.0,46,75,radio,245.20053915112018
1,0.0,46,83,radio,196.62677335500376
1,0.0,46,93,radio,200.1700062446919
1,0.0,46,97,radio,53.10934569357831
1,0.0,46,99,radio,238.13864890017322
1,0.0,47,63,radio,240.25881399024686
1,0.0,47,90,radio,123.47569193974991
1,0.0,47,92,radio,199.10509209962464
1,0.0,48,67,radio,80.1691792399049
1,0.0,48,81,radio,79.24882648973421
1,0.0,48,85,radio,185.73458536309275
1,0.0,48,88,radio,232.02293550422988
1,0.0,49,53,radio,102.72616122487982
1,0.0,49,62,radio,225.24376151183418
1,0.0,49,69,radio,178.91735298735003
1,0.0,49,72,radio,166.05147183930646
1,0.0,49,95,radio,88.9742237954342
1,0.0,50,51,radio,179.33230523249293
1,0.0,50,58,radio,249.0134126909633
1,0.0,50,64,radio,231.24897080852054
1,0.0,50,65,radio,201.4848887634008
1,0.0,50,68,radio,231.40712715903982
1,0.0,50,70,radio,147.10637307744352
1,0.0,50,73,radio,159.96542126347177
1,0.0,50,77,radio,228.85594814205723
1,0.0,50,78,radio,146.431496611897
1,0.0,50,82,radio,51.62170861178467
1,0.0,50,84,radio,76.39822641920425
1,0.0,50,94,radio,172.2404101829765
1,0.0,51,61,radio,177.55761121393815
1,0.0,51,68,radio,215.8788053515213
1,0.0,51,78,radio,103.87283042258939
1,0.0,51,82,radio,134.695874101622
1,0.0,51,84,radio,247.88314363828778
1,0.0,52,55,radio,224.83474642501318
1,0.0,52,75,radio,137.3687624607574
1,0.0,52,83,radio,110.77993545764508
1,0.0,52,87,radio,141.15481004910885
1,0.0,52,89,radio,200.55671766360751
1,0.0,52,93,radio,224.1029908323403
1,0.0,52,97,radio,159.27534806114855
1,0.0,53,62,radio,208.559345271316
1,0.0,53,69,radio,238.54614186777366
1,0.0,53,72,radio,212.06914744959948
1,0.0,53,95,radio,115.18907804127954
1,0.0,54,55,radio,117.39503396651838
1,0.0,54,57,radio,166.8636383398132
1,0.0,54,62,radio,217.71552310297028
1,0.0,54,71,radio,248.49868007697742
1,0.0,54,76,radio,199.71508606011707
1,0.0,54,79,radio,78.69742181291572
1,0.0,54,80,radio,172.11794938355507
1,0.0,54,96,radio,87.4918127598234
1,0.0,54,97,radio,168.77221127898983
1,0.0,54,99,radio,137.9229966321787
1,0.0,55,57,radio,111.50684373615825
1,0.0,55,76,radio,227.64970986144482
1,0.0,55,79,radio,172.76436727519945
1,0.0,55,96,radio,169.22852035044218
1,0.0,55,97,radio,71.38397649332786
1,0.0,55,99,radio,154.2019669135255
1,0.0,56,66,radio,149.33034688234
1,0.0,56,75,radio,216.91885233884122
1,0.0,56,86,radio,171.26110854481823
1,0.0,56,87,radio,199.1686411059733
1,0.0,56,91,radio,151.41987220969386
1,0.0,56,98,radio,113.87051637715533
1,0.0,57,59,radio,193.48018839147332
1,0.0,57,76,radio,146.14635472703372
1,0.0,57,79,radio,172.2961288015491
1,0.0,57,92,radio,212.19428479579744
1,0.0,57,93,radio,244.83587747713779
1,0.0,57,96,radio,157.75773229861028
1,0.0,57,97,radio,173.15206062880105
1,0.0,57,99,radio,88.45571547390249
1,0.0,58,64,radio,121.40391591707413
1,0.0,58,70,radio,146.63191228378633
1,0.0,58,77,radio,96.22701959429067
1,0.0,58,84,radio,179.66227789939657
1,0.0,59,60,radio,227.262607791075
1,0.0,59,63,radio,122.92345016309949
1,0.0,59,74,radio,113.58347943253011
1,0.0,59,88,radio,242.49883463637505
1,0.0,59,90,radio,176.29008196719406
1,0.0,59,92,radio,158.49892933392331
1,0.0,59,93,radio,167.8391253552043
1,0.0,60,63,radio,216.08925956650407
1,0.0,60,67,radio,179.6846687950867
1,0.0,60,74,radio,118.14005628913506
1,0.0,60,88,radio,24.4529446079608
1,0.0,60,93,radio,155.09647739391116
1,0.0,61,68,radio,188.9162123799861
1,0.0,61,69,radio,157.28247232288786
1,0.0,61,72,radio,191.46432461427378
1,0.0,61,78,radio,176.94743400230482
1,0.0,61,80,radio,228.9328305420609
1,0.0,62,69,radio,162.2446797278728
1,0.0,62,71,radio,225.00113821934326
1,0.0,62,72,radio,128.17810265408056
1,0.0,62,79,radio,183.23534266074319
1,0.0,62,80,radio,83.51336719352174
1,0.0,62,95,radio,137.09429820382758
1,0.0,62,96,radio,198.94007263495203
1,0.0,63,74,radio,152.8877529431314
1,0.0,63,88,radio,238.97125726747967
1,0.0,63,90,radio,124.82890049984418
1,0.0,63,92,radio,199.93431421344366
1,0.0,63,93,radio,242.34043368781855
1,0.0,64,70,radio,84.69209231091176
